Date,Open,High,Low,Close,Volume,Change
2024-03-15,104200,106300,100600,102400,2557028,0.044897959183673564
2024-03-18,102500,104300,98100,101000,2087234,0.003976143141153132
2024-03-19,100100,103300,98800,102800,1342160,0.02697302697302706
2024-03-20,102900,105000,100800,103800,1452348,0.07010309278350513
2024-03-21,104700,114600,104500,112700,4449839,0.09951219512195131
2024-03-22,109100,112500,106100,111800,2902412,0.091796875
2024-03-25,114900,120000,113800,118800,2808071,0.17623762376237617
2024-03-26,122000,129000,110000,120800,7297428,0.17509727626459148
2024-03-27,120800,122300,109600,109600,3524860,0.05587668593448947
2024-03-28,109000,112200,106600,109700,2581757,-0.02661934338952976
2024-03-29,111000,114100,103400,105200,2845699,-0.05903398926654746
2024-04-01,105100,108400,103000,104400,1535637,-0.12121212121212122
2024-04-02,106400,106900,98700,100600,2800813,-0.16721854304635764
2024-04-03,99200,100400,89300,97000,4356962,-0.11496350364963503
2024-04-04,97500,99600,89500,91400,3326465,-0.1668185961713765
2024-04-05,89100,90600,85100,86100,3394694,-0.1815589353612167
2024-04-08,88000,94400,86100,92900,4048980,-0.11015325670498088
2024-04-09,95700,97300,88800,92000,2560866,-0.08548707753479123
2024-04-11,91200,95600,90100,90500,1553074,-0.0670103092783505
2024-04-12,90700,93800,89200,93000,1328147,0.017505470459518557
2024-04-15,92000,99900,90300,98500,2489447,0.14401858304297321
2024-04-16,97700,99200,92700,95100,1702377,0.023681377825618855
2024-04-17,97900,98300,91200,93200,1771610,0.01304347826086949
2024-04-18,92900,98500,91600,97300,1486658,0.07513812154696131
2024-04-19,97300,100000,93000,100000,2060066,0.07526881720430101
2024-04-22,103200,109300,101800,106300,3046455,0.07918781725888335
2024-04-23,106400,109000,104300,106700,1400682,0.12197686645636163
2024-04-24,107600,109500,105400,108500,1229934,0.1641630901287554
2024-04-25,107300,112600,107000,109600,1700986,0.12641315519013352
2024-04-26,109600,111700,100100,110100,2387462,0.10099999999999998
2024-04-29,110100,110500,106300,109400,1177733,0.029162746942615225
2024-04-30,107100,114300,107000,111200,2081958,0.04217432052483594
2024-05-02,111200,112400,106200,106500,1420543,-0.018433179723502335
2024-05-03,105100,106900,102400,102400,1540761,-0.06569343065693434
2024-05-07,103900,107900,103400,104100,1284318,-0.05449591280653954
2024-05-08,104100,107000,100600,106900,1492323,-0.022851919561243106
2024-05-09,106700,111000,103500,105600,1864854,-0.05035971223021585
2024-05-10,105600,106200,101000,101000,1638737,-0.05164319248826288
2024-05-13,99600,102000,97100,98000,1820213,-0.04296875
2024-05-14,100000,101100,94500,94600,2145049,-0.09125840537944285
2024-05-16,98000,106900,93700,95800,5372076,-0.10383536014967254
2024-05-17,67100,67100,67100,67100,617840,-0.36458333333333337
2024-05-20,47000,49150,47000,47000,16852798,-0.5346534653465347
2024-05-21,46800,49750,45150,48500,21085467,-0.5051020408163265
2024-05-22,49250,49600,47250,49300,6976093,-0.4788583509513742
2024-05-23,49500,57400,48700,48700,14556424,-0.4916492693110647
2024-05-24,47350,51300,47300,50700,5655935,-0.24441132637853946
2024-05-27,51500,57000,50300,56200,8121396,0.1957446808510639
2024-05-28,56700,67600,55700,64700,17559460,0.33402061855670095
2024-05-29,63000,66900,62600,66100,6560217,0.3407707910750508
2024-05-30,65800,66600,61200,61500,5062564,0.2628336755646816
2024-05-31,62500,64800,58300,61200,5754591,0.20710059171597628
2024-06-03,59700,60800,57000,57300,3740662,0.019572953736654908
2024-06-04,56000,59200,54700,57800,4909559,-0.10664605873261201
2024-06-05,58500,60700,56800,59600,2820122,-0.09833585476550677
2024-06-07,60200,60900,57900,59600,2660882,-0.03089430894308942
2024-06-10,58900,59900,58200,59200,1303429,-0.0326797385620915
2024-06-11,59200,59500,58100,58500,1289052,0.020942408376963373
2024-06-12,58200,60800,58100,60600,1618488,0.04844290657439454
2024-06-13,62500,67000,61500,63600,5693263,0.06711409395973145
2024-06-14,64200,65200,61500,62300,2459429,0.04530201342281881
2024-06-17,61500,63600,61000,63200,1209337,0.06756756756756754
2024-06-18,63000,64400,62300,62800,1117297,0.07350427350427347
2024-06-19,62800,63500,61500,63400,1235060,0.0462046204620461
2024-06-20,63300,64700,62700,63500,1081048,-0.0015723270440252124
2024-06-21,63500,64300,62500,64300,1249929,0.0321027287319422
2024-06-24,64200,66800,63900,66000,2298144,0.044303797468354444
2024-06-25,66100,73800,65900,72800,6153731,0.15923566878980888
2024-06-26,72000,72700,60800,65000,6976235,0.025236593059936974
2024-06-27,63200,65600,63100,63900,1696469,0.006299212598425141
2024-06-28,63800,65600,58100,58500,3770235,-0.09020217729393465
2024-07-01,59400,63800,58500,62600,3064043,-0.051515151515151514
