date,title,user,views,recommends,unrecommends
2022-09-15 15:05:00,[삭제된 게시물의 답글]지금이다,"
				hanm****
			",78,0,0
2022-09-15 15:04:00,[삭제된 게시물의 답글]홍보글 올리는 것들 보다 백배 낫네 ,"
				woon****
			",83,0,0
2022-09-15 15:02:00,니둘이 개지ㄹ해도 난 존버다 ㅋㅋㅋ,"
				k8******
			",101,1,3
2022-09-15 15:02:00,걱정하는 주주 상황설명이라도 해줘라,"
				kalm****
			",108,0,0
2022-09-15 15:01:00,조회수가,"
				bigy****
			",102,0,0
2022-09-15 15:00:00,워떠 제약,"
				devi****
			",99,0,0
2022-09-15 15:00:00,꼭 사고 싶으면,"
				phee****
			",86,0,0
2022-09-15 14:59:00,다뺐냐 ?? 세발nom들아!!더빼?? 세발들아...유증안들어갈란다. 구주주다죽이는 양**와 그일당들,"
				sk******
			",127,2,0
2022-09-15 14:59:00,수소선박 뉴스하나 내주세요ㅠㅠ,"
				clon****
			",107,1,1
2022-09-15 14:59:00,제약이 그래도 대장은 대장이네,"
				devi****
			",109,0,0
2022-09-15 14:58:00,깊은 골을 파줘야지.  막연기대치 뺀 가격으로 28천원으로 ,"
				na******
			",91,0,0
2022-09-15 14:58:00,유증을 더 받으려면 ,"
				is******
			",122,0,0
2022-09-15 14:58:00,내일은 3자 맛보러가즈아---,"
				suki****
			",87,0,0
2022-09-15 14:57:00,이게 고생한 주주에 대한 보답이냐,"
				kalm****
			",112,2,0
2022-09-15 14:57:00,양고니가 골로보내는 구나..,"
				gree****
			",97,1,0
2022-09-15 14:56:00,엘비로,"
				devi****
			",93,0,1
2022-09-15 14:55:00,키움서 계속파는데,"
				wjde****
			",121,0,0
2022-09-15 14:54:00,외인 기관이 올려서해먹고,"
				kjwo****
			",98,0,0
2022-09-15 14:54:00,개미 사지로 모는 악덕오너,"
				kalm****
			",87,1,0
2022-09-15 14:54:00,목딴다,"
				khso****
			",93,0,0
2022-09-15 14:54:00,ESMO가 OOO들이냐?,"
				hale****
			",119,0,0
2022-09-15 14:54:00,이와중에 개미를 턴다?,"
				bo******
			",124,0,0
2022-09-15 14:54:00,●내릴때도 똑같네ㅋ 지지하는척 하다가●,"
				eros****
			",101,3,0
2022-09-15 14:54:00,추세~~,"
				phee****
			",87,1,0
2022-09-15 14:53:00,낼 종가에 매수 들어간다 37000,"
				kalm****
			",98,1,0
2022-09-15 14:52:00,아 결국,"
				devi****
			",98,0,0
2022-09-15 14:51:00,주식에 악귀가 붙었는가,"
				bo******
			",89,0,0
2022-09-15 14:51:00,신한 공매도 개xx 들,"
				java****
			",99,0,0
2022-09-15 14:50:00,회사 망한거냐? ,"
				woon****
			",91,0,0
2022-09-15 14:49:00,내가하나  얘기해줄게(유증) ㅋㅋ,"
				lkm9****
			",137,0,0
2022-09-15 14:49:00,바이든 화이팅! 니들은 뒈졌다.ㅎ,"
				bbsu****
			",94,0,0
2022-09-15 14:48:00,짱깨찬양자들,"
				xr******
			",87,0,0
2022-09-15 14:48:00,얘두라 ,"
				gyro****
			",84,0,0
2022-09-15 14:47:00,"오늘 260만주 4.0만원, 낼 200만주 3.6만원","
				hlbt****
			",115,0,0
2022-09-15 14:47:00,주포! 턱 세워~,"
				jhj6****
			",93,0,1
2022-09-15 14:46:00,얘만 볼때마다 스트레스네,"
				kmpk****
			",91,0,0
2022-09-15 14:46:00,눈물의 똥꼬쑈 다음은 뭐냐 ㅋㅋㅋㅋㅋㅋ,"
				dndu****
			",86,1,0
2022-09-15 14:46:00,고가에서 30% 쳐내려뿌네 ㅋㅋㅋㅋㅋ,"
				kg******
			",94,1,0
2022-09-15 14:46:00,오늘 종가 4만원은 지킨다에,"
				bswu****
			",87,1,1
2022-09-15 14:46:00,내일 3자,"
				lkm9****
			",84,0,0
2022-09-15 14:45:00,지독하네,"
				jwle****
			",100,2,0
2022-09-15 14:45:00,그냥 빨리 ,"
				inno****
			",85,0,0
2022-09-15 14:44:00,좋아 그래  한번  가자  자,"
				gk******
			",88,0,0
2022-09-15 14:44:00,하반기 세계증시가 더폭락할거라 한다.,"
				mesa****
			",91,0,0
2022-09-15 14:44:00,조만간,"
				bigy****
			",112,2,2
2022-09-15 14:43:00,3년 주주 손절하고 갑니다,"
				aid3****
			",184,9,0
2022-09-15 14:43:00,짱께 물약 갖고,"
				rowm****
			",91,0,1
2022-09-15 14:43:00,아니 거래량 없이 내리면 이해라도 한다마는,"
				qkrw****
			",121,3,0
2022-09-15 14:42:00,3일만에  7600만원  벌었네,"
				bill****
			",121,1,0
2022-09-15 14:42:00,옛말에 ㅡㅡ,"
				sung****
			",91,1,1
2022-09-15 14:41:00,주 포게질이 뭐에요?,"
				jhj6****
			",85,0,1
2022-09-15 14:40:00,유증,"
				ef******
			",165,1,0
2022-09-15 14:40:00,다시 또 3개월전으로 돌아가네,"
				saka****
			",103,1,0
2022-09-15 14:40:00,윤씨와 진씨는 같은 부류,"
				sy66****
			",103,2,1
2022-09-15 14:39:00,베스트,"
				bigy****
			",118,0,0
2022-09-15 14:39:00,진가 놈은 때를 바꿔가며 리보세라닙이 ,"
				bswu****
			",121,1,0
2022-09-15 14:39:00,엘비 예상 시나리오 말해준다ㅋㅋ,"
				lkm9****
			",172,1,1
2022-09-15 14:38:00,"금감원,검찰에 민원 넣으세요","
				qa******
			",204,9,2
2022-09-15 14:37:00,주주지만,"
				ybd1****
			",120,2,0
2022-09-15 14:37:00,끝났구나,"
				yang****
			",102,1,0
2022-09-15 14:36:00,이젠,"
				jlco****
			",88,0,0
2022-09-15 14:36:00,기사 띄우고,"
				mr******
			",154,3,0
2022-09-15 14:35:00,ㅋㅋㅋㅋㅋ ㅋㅋㅋㅋ ㅋㅋㅋㅋ ㅋㅋㅋㅋ ㅋㅋㅋㅋ ,"
				gyro****
			",144,1,1
2022-09-15 14:35:00,내일,"
				phm2****
			",115,1,0
2022-09-15 14:34:00,장난이네,"
				maru****
			",110,0,0
2022-09-15 14:34:00,기훈이 때문에 다 망했다.,"
				rlar****
			",168,3,0
2022-09-15 14:33:00,단타나 죽갔지,"
				jhj6****
			",109,3,1
2022-09-15 14:32:00,유증가격까지   간다~~^^고고,"
				hans****
			",115,0,1
2022-09-15 14:31:00,이 넘은~~,"
				buch****
			",114,0,0
2022-09-15 14:31:00,다 나가리 된거처럼 느껴짐,"
				jwhw****
			",146,2,0
2022-09-15 14:30:00,오늘은 버티고..,"
				cbs9****
			",109,0,0
2022-09-15 14:30:00,오늘은 버티고..,"
				cbs9****
			",109,0,0
2022-09-15 14:30:00,얘두라 ,"
				gyro****
			",109,1,1
2022-09-15 14:30:00,아직도 시총이 4조가 넘네? 사기꾼주식?,"
				asdf****
			",96,0,0
2022-09-15 14:30:00,병만드는 회사,"
				muns****
			",97,4,0
2022-09-15 14:29:00,개미다파는데,"
				wjde****
			",111,0,1
2022-09-15 14:29:00,내릴때 조금씩  사둬  ?곧  불기둥 온다,"
				dode****
			",106,0,2
2022-09-15 14:29:00,승인되고 뉴스뜨고,"
				jhj6****
			",103,0,1
2022-09-15 14:28:00,검은머리 애들이 장난치고있다,"
				2580****
			",114,0,1
2022-09-15 14:27:00,축하드립니다 ^^,"
				cc******
			",146,1,0
2022-09-15 14:25:00,망해라 HLB,"
				suki****
			",108,5,0
2022-09-15 14:24:00,더 무서운  건  ■■,"
				newy****
			",127,1,0
2022-09-15 14:23:00,미래연금,"
				kist****
			",135,0,1
2022-09-15 14:22:00,에스티큐브로 오세요~`,"
				alsd****
			",99,1,0
2022-09-15 14:22:00,형,"
				devi****
			",104,0,0
2022-09-15 14:22:00,선동 유튜버는,"
				sipo****
			",117,2,0
2022-09-15 14:21:00,15시 10분경 ■,"
				newy****
			",132,3,0
2022-09-15 14:21:00,직원들은 배고프다!!! 점심도 안주는...,"
				kn******
			",109,0,0
2022-09-15 14:21:00,어이...마..어이..ㅋ,"
				2001****
			",99,0,0
2022-09-15 14:20:00,"HLB,곧 호재 발표한다고 하네요.","
				seoy****
			",133,2,3
2022-09-15 14:19:00,상폐될것도 아니고,"
				jhj6****
			",143,0,1
2022-09-15 14:19:00,담주까지 털고,"
				king****
			",123,0,1
2022-09-15 14:19:00,떨어지는데 매수하냐 ㅋ,"
				hans****
			",106,1,1
2022-09-15 14:19:00,이젠,"
				jlco****
			",97,1,0
2022-09-15 14:18:00,이번 주가 흐름은 진회장이 공식적으로 나와서,"
				ee******
			",189,4,0
2022-09-15 14:18:00,안티에  마음을 알듯...,"
				yuri****
			",119,4,0
2022-09-15 14:17:00,내일  ■■■,"
				newy****
			",116,0,0
2022-09-15 14:17:00,제발,"
				hs******
			",112,0,1
2022-09-15 14:17:00,입성 했습니다~~~,"
				wjde****
			",134,1,1
2022-09-15 14:16:00,대책,"
				pejp****
			",109,1,0
2022-09-15 14:15:00,이 위기도 잘 넘길수 있을까요?,"
				hjki****
			",106,0,0
2022-09-15 14:14:00,그만 ,"
				wkdb****
			",120,0,0
2022-09-15 14:13:00,쩜상 간다던 찬티호구를 찾습니다,"
				kmpk****
			",114,6,1
2022-09-15 14:12:00,적정주가  1.5만원,"
				bill****
			",142,4,1
2022-09-15 14:12:00,어제 일단 매도라고 글 올렸었는데요,"
				qkrw****
			",130,0,0
2022-09-15 14:11:00,바이든 바이오산업 정책발표 때문?,"
				yong****
			",198,0,1
2022-09-15 14:11:00,이선은 넘지 않겟지 ,"
				bsc1****
			",121,0,0
2022-09-15 14:11:00,공포에 사라 ㅋㅋ,"
				is******
			",121,0,0
2022-09-15 14:10:00,역시 개잡주네. ,"
				aa******
			",100,1,0
2022-09-15 14:08:00,회사 상폐하나,"
				ihkw****
			",100,2,0
2022-09-15 14:06:00,공매 혼내 준다고??,"
				ost0****
			",152,2,0
2022-09-15 14:05:00,기후나 작작좀 해라.,"
				jaeg****
			",201,9,0
2022-09-15 14:05:00,세계최초,"
				soju****
			",207,3,0
2022-09-15 14:04:00,말 잘들으께요,"
				lyuj****
			",97,0,0
2022-09-15 14:04:00,사람들한테 hlb 말도 못꺼내겠다,"
				bo******
			",108,1,0
2022-09-15 14:03:00,"엘비 문상 왔습니다, 뭐라 드릴 말씀이 없습니다.","
				kmpk****
			",118,2,1
2022-09-15 14:02:00,유튜브에서,"
				park****
			",122,0,0
2022-09-15 14:02:00,장담하는데,"
				byj2****
			",206,3,0
2022-09-15 14:02:00,임상관련해서 안좋은 내용의 블로그나 기사쓰면 ,"
				shin****
			",149,0,0
2022-09-15 14:02:00,설마 여기서 더 떨어질수도있나요???,"
				bo******
			",140,3,0
2022-09-15 14:01:00,팩트,"
				rapp****
			",98,0,0
2022-09-15 14:01:00,개인주주들을 개 돼지취급하네~~,"
				imb1****
			",91,0,0
2022-09-15 14:01:00,양고니,"
				cell****
			",95,2,0
2022-09-15 14:01:00,얘들아 밖에 나가서 HLB 주주라고 말할수 있냐??,"
				youn****
			",99,1,0
2022-09-15 14:01:00,120선지지하고 대세상승 온다,"
				ckck****
			",141,0,4
2022-09-15 14:01:00,맨날 설레발 치던데,"
				ost0****
			",95,0,0
2022-09-15 14:00:00,언능주어담자,"
				2580****
			",124,2,2
2022-09-15 13:59:00,십만원된다고해서 58000원에 매입......,"
				bo******
			",208,2,3
2022-09-15 14:01:00,[삭제된 게시물의 답글]안티야 ..아이디 바꿨냐?,"
				c106****
			",81,0,0
2022-09-15 13:57:00,문상 거론한것에 사과입니다,"
				2420****
			",239,6,0
2022-09-15 13:56:00,진짜 이건 아니다. 세력도 개미가 없으면 의미없다 같이 죽자 다. 떠나자,"
				firs****
			",152,1,0
2022-09-15 13:56:00,58000원이 어떻게 하루아침에 42000원이 되냐?회사 망함??,"
				bo******
			",255,4,1
2022-09-15 13:56:00,16일까지,"
				rhrh****
			",138,0,0
2022-09-15 13:56:00,고난의행군,"
				ivee****
			",124,0,3
2022-09-15 13:55:00,양고니,"
				cell****
			",114,2,0
2022-09-15 13:55:00,39천대까지,"
				swim****
			",123,0,1
2022-09-15 13:55:00,아직도 사기꾼한테 돈을 쥐어주는 사람이있다?,"
				bo******
			",107,3,0
2022-09-15 13:59:00,[삭제된 게시물의 답글]지랄을 떠네!!@,"
				c106****
			",85,0,0
2022-09-15 13:54:00,결론.. 애매한  약발이,"
				bill****
			",117,0,0
2022-09-15 13:54:00,회장님 전략,"
				powe****
			",124,2,0
2022-09-15 13:54:00,뭐야 이거? ,"
				tube****
			",98,0,0
2022-09-15 13:52:00,23일 1차발행가확정일,"
				kiss****
			",240,2,0
2022-09-15 13:52:00,고니,"
				best****
			",101,0,1
2022-09-15 13:51:00,10월달에서 보자,"
				2580****
			",116,2,0
2022-09-15 13:51:00,여기 고니눈물 및 그동안 가스라이팅 당한듯,"
				morn****
			",120,4,1
2022-09-15 13:51:00,어제 종가가 세력자금 마지노선이었잖아,"
				qkrw****
			",158,2,2
2022-09-15 13:51:00,안녕하십니까,"
				1cks****
			",106,0,1
2022-09-15 13:51:00,진짜 개같네,"
				jwhw****
			",126,3,0
2022-09-15 13:50:00,양고니,"
				cell****
			",107,3,0
2022-09-15 13:50:00,미래컴퍼니 42%먹고 털었다,"
				ij******
			",128,0,1
2022-09-15 13:50:00,아직 희망 회로 하고 있나 빙시끼,"
				jcu0****
			",95,1,0
2022-09-15 13:50:00,"종가 42,500에 맞추면","
				jkim****
			",180,2,1
2022-09-15 13:49:00,앤솔급등한다,"
				2580****
			",106,0,0
2022-09-15 13:49:00,내가6프로라고했다,"
				kms8****
			",120,1,1
2022-09-15 13:49:00,진짜 약이면 폴첸이  왜! 껌갑에 넘기냐고?,"
				daeh****
			",112,1,0
2022-09-15 13:48:00,파티는,"
				wkdb****
			",103,1,0
2022-09-15 13:48:00,회사 부도났나요 ?,"
				ayl1****
			",131,1,0
2022-09-15 13:48:00,"찬티분들 좋으시겠어요, 2틀새 20프로네요","
				kmpk****
			",121,3,0
2022-09-15 13:47:00,3일만,"
				oddy****
			",120,1,0
2022-09-15 13:47:00,악어의 눈물 진양곤 악어눈물만 흘리면 하한가가네,"
				kcs2****
			",125,5,0
2022-09-15 13:47:00,신라젠,"
				gkdl****
			",116,3,0
2022-09-15 13:47:00,신주인수권,"
				help****
			",155,0,0
2022-09-15 13:47:00,왜이러냐??,"
				bo******
			",93,1,0
2022-09-15 13:46:00,21800에 줄서봅니다..,"
				dalr****
			",102,1,0
2022-09-15 13:46:00,이러기냐. ,"
				devi****
			",118,1,0
2022-09-15 13:46:00,ㅋㅋ,"
				daek****
			",93,1,0
2022-09-15 13:45:00,33만충 매일 회장님 회장님 하는 틀딱,"
				youn****
			",106,1,0
2022-09-15 13:45:00,재료소멸후,"
				wkdb****
			",101,1,0
2022-09-15 13:45:00,이런회사는 퇴출,"
				jang****
			",96,3,0
2022-09-15 13:45:00,끝내는 34000원,"
				byj2****
			",204,1,0
2022-09-15 13:45:00,월봉보면10월에38500찍고상승할듯,"
				htun****
			",104,0,1
2022-09-15 13:45:00,상폐하나..여기 왜이라노?,"
				dalr****
			",101,1,0
2022-09-15 13:45:00,악재가,"
				lyuj****
			",100,1,0
2022-09-15 13:45:00,유증,"
				help****
			",95,0,0
2022-09-15 13:44:00,유증~,"
				rhrh****
			",100,0,0
2022-09-15 13:44:00,찬티 대답좀,"
				ivee****
			",123,1,1
2022-09-15 13:44:00,준비. ,"
				devi****
			",122,0,0
2022-09-15 13:44:00,와~~~,"
				bumb****
			",106,0,0
2022-09-15 13:43:00,뭐여 상폐인겨?,"
				hung****
			",112,2,0
2022-09-15 13:43:00,앤솔은잘간다,"
				2580****
			",98,0,0
2022-09-15 13:43:00,nda나가리 ?나,"
				sung****
			",104,1,0
2022-09-15 13:43:00,셀트판박이?,"
				ljae****
			",157,5,1
2022-09-15 13:43:00,느금마 암걸려 뒤진다,"
				word****
			",96,0,0
2022-09-15 13:43:00,누가,"
				rhrh****
			",98,0,1
2022-09-15 13:43:00,양고니가,"
				qaqa****
			",90,0,0
2022-09-15 13:43:00,유상증자 불매운동하자,"
				akse****
			",133,6,0
2022-09-15 13:43:00,또,"
				inbe****
			",89,0,0
2022-09-15 13:43:00,배는 산으로 가고 있다..ㅋㅋㅋ ,"
				mbjs****
			",113,1,0
2022-09-15 13:42:00,근데 2년전에도 nda 신청한다고 유증하지않았냐,"
				wolf****
			",157,3,0
2022-09-15 13:42:00,3만원 다 왔다 옳지 옳지 하한가 넌 할수 있어!!,"
				youn****
			",99,1,0
2022-09-15 13:42:00,18,"
				gkdl****
			",99,1,0
2022-09-15 13:41:00,나어쩌냐 집대출10억다태워서 물도못탄다,"
				htun****
			",145,3,1
2022-09-15 13:41:00,바닥치면,"
				rhrh****
			",95,0,1
2022-09-15 13:40:00,튀어  ■■■■,"
				newy****
			",94,2,0
2022-09-15 13:40:00,백약이 무효.,"
				ep******
			",91,0,1
2022-09-15 13:40:00,망했군,"
				qkdn****
			",92,0,0
2022-09-15 13:40:00,윤석열 정부  인기 되 찾고 싶으면,"
				coty****
			",95,0,0
2022-09-15 13:39:00,양고니..,"
				hd******
			",104,3,0
2022-09-15 13:39:00,물약=,"
				pd21****
			",114,1,0
2022-09-15 13:39:00,3일동안 하한가 보내네,"
				wkdb****
			",111,0,0
2022-09-15 13:38:00,내일 장 종료후 공시가 뭘까!??,"
				daks****
			",183,3,3
2022-09-15 13:38:00,인간적으로,"
				aiii****
			",137,0,1
2022-09-15 13:38:00,ㅎㅎㅎ ㅎㅎㅎ ㅎㅎㅎ ㅎㅎㅎ ㅎㅎㅎ ,"
				gyro****
			",102,2,1
2022-09-15 13:38:00,유상증자,"
				dwc2****
			",182,4,0
2022-09-15 13:38:00,삶은,"
				dbje****
			",97,1,0
2022-09-15 13:38:00,유증가 ,"
				kjwo****
			",108,0,0
2022-09-15 13:37:00,이왕빼는거...,"
				pjh0****
			",111,1,0
2022-09-15 13:37:00,주주 돈으로 회사 인수 하는  진양곤 ,"
				jin8****
			",119,5,0
2022-09-15 13:37:00,엘비는 장투가 아님,"
				lsb1****
			",103,1,0
2022-09-15 13:39:00,다시 유증전 가격으로만,"
				ljs1****
			",80,1,0
2022-09-15 13:36:00,사골이냐~~2전전에도 NDA한다고,"
				daeh****
			",114,1,0
2022-09-15 13:36:00,진짜 역겨운주식이다,"
				akse****
			",108,5,0
2022-09-15 13:36:00,캬 양고니 형 진짜,"
				clon****
			",109,1,0
2022-09-15 13:36:00,고기 뜸뿍 올려 한그릇 내온나.,"
				yunj****
			",98,1,0
2022-09-15 13:36:00,오늘 3자는 꼭 보자,"
				seok****
			",108,3,1
2022-09-15 13:36:00,대한민국 주식,"
				cosm****
			",100,1,0
2022-09-15 13:36:00,참으로 기쁜소식을 전하게 되어 감격스럽다고?,"
				word****
			",115,2,0
2022-09-15 13:35:00,한강가즈아,"
				poh9****
			",111,0,0
2022-09-15 13:35:00,엘비 내일은 반등하겠지 이딴거 없음 ,"
				sizu****
			",124,1,0
2022-09-15 13:35:00,개고니색키 질질짜는거 역겹다,"
				enqn****
			",107,2,0
2022-09-15 13:35:00,이렇게  하면 누가 유증 참여하나,"
				coty****
			",176,3,0
2022-09-15 13:34:00,참 희한한 주식,"
				sy66****
			",106,0,0
2022-09-15 13:34:00,팩트,"
				rapp****
			",95,0,0
2022-09-15 13:33:00,향후 예상 시나리오(뇌피셜),"
				daks****
			",188,2,1
2022-09-15 13:33:00,수많은 조롱을 견뎠다고?,"
				word****
			",153,9,0
2022-09-15 13:33:00,ㅋㅋ,"
				rhrh****
			",94,0,0
2022-09-15 13:33:00,시총을봐라,"
				gs******
			",117,1,0
2022-09-15 13:33:00,짐이방금 41500원매수다,"
				ya40****
			",123,0,1
2022-09-15 13:32:00,10+7+1,"
				mink****
			",108,0,0
2022-09-15 13:32:00,엘비스토리,"
				lkm9****
			",115,0,0
2022-09-15 13:32:00,박셀에서 왓습니다.,"
				vhdl****
			",103,0,0
2022-09-15 13:32:00,회사 망했나?,"
				ihkw****
			",109,3,0
2022-09-15 13:31:00,고점 찬티는  박살나도 싸다,"
				ij******
			",93,0,0
2022-09-15 13:31:00,양고기,"
				cell****
			",107,0,0
2022-09-15 13:31:00,육개장 가져오거라,"
				face****
			",97,1,0
2022-09-15 13:31:00,ㅋ 이런데도 회사 대응이 없다?,"
				kmpk****
			",121,0,0
2022-09-15 13:31:00,엘비 뉴비들 정신못차리노ㅋㅋㅋ,"
				qt******
			",110,1,0
2022-09-15 13:31:00,통계 데이터 조작 아님?,"
				fre8****
			",136,0,0
2022-09-15 13:31:00,앞으로 40프로더빠짐 팔고 떠나시요,"
				sizu****
			",105,1,0
2022-09-15 13:30:00,악몽이네,"
				lyuj****
			",130,1,0
2022-09-15 13:30:00,수많은 조롱,"
				word****
			",130,3,0
2022-09-15 13:30:00,애처롭다,"
				ashu****
			",98,0,0
2022-09-15 13:30:00,좀 나가라,"
				guta****
			",91,0,0
2022-09-15 13:30:00,야~~~쒼나쒼나~~~,"
				se_w****
			",102,2,0
2022-09-15 13:30:00,34000원까지열렷다,"
				qorw****
			",123,2,0
2022-09-15 13:30:00,음,"
				devi****
			",109,2,0
2022-09-15 13:30:00,8월에 사서 9월에 팔아라,"
				wolf****
			",100,1,0
2022-09-15 13:29:00,13일 고점57000,"
				hkr9****
			",139,2,0
2022-09-15 13:29:00,G.G,"
				fore****
			",95,0,0
2022-09-15 13:29:00,200,"
				lkm9****
			",90,0,0
2022-09-15 13:29:00,사기나,"
				ik******
			",99,1,0
2022-09-15 13:29:00,경제특수사기,"
				pejp****
			",114,2,0
2022-09-15 13:29:00,ㅁㅊ ,"
				fre8****
			",96,1,0
2022-09-15 13:29:00,삐리리리 리리리리 ㆍㆍㆍ,"
				love****
			",89,0,0
2022-09-15 13:29:00,이정도면,"
				qorw****
			",94,0,0
2022-09-15 13:28:00,주주들은,"
				h1******
			",95,0,0
2022-09-15 13:28:00,개잡주 멋지네,"
				seok****
			",109,3,1
2022-09-15 13:28:00,성질나몬,"
				ya40****
			",94,0,0
2022-09-15 13:28:00,지금이라도 나와라~~^^,"
				hans****
			",99,1,1
2022-09-15 13:28:00,형들 쫄린겨? 그러지마 이런걸로 쫄아 ,"
				lamp****
			",96,0,0
2022-09-15 13:28:00,ㅋㅋㅋ,"
				clon****
			",93,0,0
2022-09-15 13:28:00,더더,"
				hs******
			",89,1,0
2022-09-15 13:27:00,OOO 왜 글지우노,"
				word****
			",87,2,0
2022-09-15 13:27:00,투매. 시작,"
				phee****
			",112,0,0
2022-09-15 13:27:00,유증 미끼에 낚였냐 ㅋㅋㅋㅋㅋㅋ,"
				ohej****
			",110,1,0
2022-09-15 13:27:00,이거 이정도면 ㅋㅋ,"
				lkm9****
			",132,2,0
2022-09-15 13:27:00,하한가,"
				lyuj****
			",110,1,0
2022-09-15 13:27:00,무슨 트라 다무스~,"
				su******
			",96,0,0
2022-09-15 13:27:00,난리났네 난리났어,"
				pc******
			",136,1,3
2022-09-15 13:26:00,하한가 가네,"
				fo******
			",105,3,0
2022-09-15 13:26:00,가자,"
				rhrh****
			",98,0,0
2022-09-15 13:26:00,차트예술,"
				kms8****
			",128,3,1
2022-09-15 13:26:00,고니의 맛,"
				se_w****
			",91,0,0
2022-09-15 13:26:00,공매도 폐지,"
				heem****
			",118,0,1
2022-09-15 13:26:00,고니 한테  가스라이팅 당한거 같다. . .,"
				morn****
			",106,2,0
2022-09-15 13:25:00,니미,"
				mo******
			",102,0,0
2022-09-15 13:25:00,엘비는,"
				rhrh****
			",102,1,0
2022-09-15 13:24:00,하.. 참,"
				powe****
			",179,3,0
2022-09-15 13:24:00,진양곤 ,"
				fre8****
			",122,1,0
2022-09-15 13:23:00,튀어,"
				newy****
			",111,1,0
2022-09-15 13:23:00,"엘비 문상 왔습니다, 뭐라 드릴 말씀이 없습니다.","
				kmpk****
			",158,1,1
2022-09-15 13:23:00,신한,"
				dnst****
			",129,1,0
2022-09-15 13:23:00,아직 아냐,"
				phee****
			",143,1,0
2022-09-15 13:22:00,유증해처먹고 고점차익실현하고,"
				sinb****
			",191,8,0
2022-09-15 13:22:00,어제 매도했는데 결국엔 승자네요,"
				min7****
			",176,5,0
2022-09-15 13:22:00,유상증자때문에,"
				lsb1****
			",199,2,0
2022-09-15 13:22:00,띠뗍끼,"
				jhj6****
			",106,1,1
2022-09-15 13:21:00,진짜 악재가 있으면...,"
				limh****
			",153,3,3
2022-09-15 13:21:00,35000,"
				bin1****
			",119,1,0
2022-09-15 13:21:00,유증은 좃빤다고 한다케가,"
				jsk1****
			",126,4,0
2022-09-15 13:21:00,주식 속설,"
				phee****
			",114,2,0
2022-09-15 13:20:00,너무 신뢰하지마라,"
				wolf****
			",112,2,1
2022-09-15 13:20:00,공매를 이기는 경우는 거의 없다,"
				dbxm****
			",125,0,1
2022-09-15 13:20:00,애이 배신자. ,"
				devi****
			",110,0,0
2022-09-15 13:20:00,엘비 문상 왔습니다~~~~~,"
				kmpk****
			",101,0,0
2022-09-15 13:20:00,요것들이 무서운가벼.. 대형제약사와 미팅 나왔으니.. 오를꺼라보고..,"
				sd10****
			",167,0,0
2022-09-15 13:19:00,오래 기다린 주주들에 대한 보답이 이건가 참나,"
				spch****
			",261,7,0
2022-09-15 13:18:00,와~,"
				jlco****
			",126,1,0
2022-09-15 13:17:00,! ! ! 놈들아,"
				wva2****
			",103,0,1
2022-09-15 13:17:00,4자 무너진다,"
				lsb1****
			",195,3,0
2022-09-15 13:16:00,숨은 악재 공개해라,"
				tkse****
			",127,1,0
2022-09-15 13:16:00,뭐가 걱정이지???,"
				devi****
			",201,2,0
2022-09-15 13:15:00,추석 지나고,"
				ok******
			",174,10,0
2022-09-15 13:15:00,진짜 이건 아니다. 세력도 개미가 없으면 의미없다 같이 죽자 다. 떠나자,"
				firs****
			",193,3,0
2022-09-15 13:15:00,유증가도,"
				ef******
			",144,3,0
2022-09-15 13:15:00,팩트,"
				rapp****
			",111,0,0
2022-09-15 13:13:00,55000원에사서 57000원에 팔았는데 이래되네,"
				kwan****
			",188,3,1
2022-09-15 13:13:00,눈물~,"
				phee****
			",128,5,0
2022-09-15 13:13:00,퇴~~,"
				tera****
			",102,0,0
2022-09-15 13:12:00,존버님들아~~챠트가 예술이네요,"
				hans****
			",158,3,1
2022-09-15 13:11:00,거래량 이제 낮아지는중,"
				nami****
			",311,4,1
2022-09-15 13:11:00,진회장님께.,"
				la******
			",196,10,0
2022-09-15 13:11:00,"이게 뭐약 ㅋ 꺄, ","
				kmpk****
			",110,0,0
2022-09-15 13:11:00,팩트,"
				rapp****
			",115,0,0
2022-09-15 13:11:00,기관은 주구장창 왜 팔지?,"
				ayl1****
			",198,2,1
2022-09-15 13:10:00,8가지 팩트요소 신규매수 주의!,"
				rema****
			",227,5,1
2022-09-15 13:10:00,이가격에 무증받을사람 있나?,"
				kg******
			",175,4,1
2022-09-15 13:09:00,진짜 공매악질시끼들,"
				frea****
			",117,3,2
2022-09-15 13:09:00,이미 과매도 구간에 있음,"
				inha****
			",203,3,5
2022-09-15 13:08:00,ㅋㅋㅋㅋㅋ ㅋㅋㅋㅋ ㅋㅋㅋㅋ ㅋㅋㅋㅋ ㅋㅋㅋㅋ ,"
				gyro****
			",101,1,1
2022-09-15 13:08:00,세무조사받는,"
				hid8****
			",119,0,1
2022-09-15 13:07:00,ㅋ 방어도 없고 호재도 무시당하고,"
				kmpk****
			",118,2,1
2022-09-15 13:05:00,이번주 3.8까지 가나요?,"
				kasa****
			",152,1,0
2022-09-15 13:05:00,엘비 감사팀 신고하신다는분,"
				kmpk****
			",128,0,1
2022-09-15 13:05:00,이번달에,"
				bigy****
			",103,2,1
2022-09-15 13:04:00,오늘 종가,"
				sole****
			",104,1,0
2022-09-15 13:04:00,유증을 안할꺼라 하지마!! 너네는 또 하게될껄!!!,"
				hope****
			",115,2,0
